timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2017-10-21 21:58:23.860	1060782920	image_on
MSG	2017-10-21 21:58:23.860	1060782920	bikinishop.jpg
MSG	2017-10-21 21:58:23.860	1060782920	start_recording
2017-10-21 21:58:26.281	1060785385	True	7	796.5781	467.0626	825.5755	446.6579	16.7328	772.7148	545.6899	820.2852	500.8904	16.1545	0.4666	0.498	820.4415	388.4353	827.2437	434.0678	17.3111	0.6031	0.5112
2017-10-21 21:58:26.314	1060785418	True	7	791.7458	441.792	825.7985	445.5534	16.8325	761.318	510.3766	816.2064	502.1366	16.687	0.4665	0.4978	822.1737	373.2074	826.8904	430.4203	16.978	0.6031	0.5111
2017-10-21 21:58:26.348	1060785452	True	7	821.123	486.8443	825.5769	447.1606	16.8098	793.6992	493.6792	814.3665	502.2157	16.7328	0.4665	0.4979	848.5469	480.0094	828.1262	433.2964	16.8868	0.6032	0.5117
2017-10-21 21:58:26.381	1060785485	True	7	819.9587	512.7289	825.2917	449.2263	17.1604	833.024	522.7299	815.0652	504.0274	16.7734	0.4665	0.4981	806.8936	502.7278	827.4507	437.3811	17.5474	0.6029	0.5118
2017-10-21 21:58:26.414	1060785518	True	7	794.6915	446.4755	825.0417	450.3898	16.9414	787.9742	473.4803	813.0341	502.7148	16.5366	0.4663	0.4979	801.4088	419.4707	826.0452	436.2787	17.3462	0.6029	0.5114
2017-10-21 21:58:26.448	1060785552	True	7	814.1648	499.3057	824.9041	452.4172	16.99145	830.2523	502.2281	813.6418	503.1046	16.5482	0.4664	0.498	798.0774	496.3834	824.3041	439.367	17.4347	0.6028	0.5118
2017-10-21 21:58:26.481	1060785585	True	7	830.2163	489.7603	824.7063	453.5116	17.1066	820.4569	536.1948	813.532	505.8226	17.0661	0.4663	0.4981	839.9757	443.3258	825.4374	440.7312	17.1471	0.6029	0.5115
2017-10-21 21:58:26.514	1060785618	True	7	830.7075	491.7942	824.5428	455.0986	17.6061	809.8765	532.5939	812.9321	508.496	17.4124	0.4663	0.4979	851.5385	450.9944	826.77	442.0958	17.7998	0.603	0.5115
2017-10-21 21:58:26.547	1060785651	True	7	837.7308	508.236	824.3437	457.1541	17.3616	833.8075	525.8456	813.8456	510.4383	16.8925	0.4664	0.4979	841.6542	490.6263	827.6458	445.3545	17.8307	0.603	0.5117
2017-10-21 21:58:26.581	1060785685	True	7	846.6105	473.7497	824.2712	458.939	17.31115	843.8962	503.4714	815.1909	511.2374	16.9162	0.4664	0.4978	849.3246	444.0279	828.8017	445.7743	17.7061	0.6031	0.5115
